ReturnID,ReturnDate,Quantity,ReturnReason,RefundAmount,ReturnType,ProcessedBy,Status
187,2024-11-07,5,Late Delivery,10594.34,Refund,213,Completed
188,2024-07-24,4,Incorrect Size,15468.17,Refund,354,Rejected
189,2023-10-16,4,Wrong Item,11228.46,Refund,352,Rejected
190,2024-07-27,3,Wrong Item,1701.64,Exchange,486,Completed
191,2025-12-16,4,Wrong Item,2473.5,Replacement,498,Pending
192,2023-11-18,3,Damaged Product,6240.51,Refund,36,Completed
193,2023-11-29,5,Wrong Item,5337.5,Exchange,169,Completed
194,2025-08-11,5,Customer Changed Mind,270.32,Refund,67,Completed
195,2023-11-03,2,Customer Changed Mind,2926.17,Refund,184,Completed
196,2025-10-23,2,Damaged Product,14803.55,Refund,65,Completed
197,2024-01-30,5,Damaged Product,3018.5,Refund,186,Completed
198,2024-02-03,1,Wrong Item,11409.73,Replacement,373,Completed
199,2026-05-08,5,Quality Issue,7680.43,Refund,246,Completed
200,2025-07-26,4,Defective Product,17215.22,Exchange,38,Completed
201,2025-11-19,3,Damaged Product,15285.78,Refund,325,Completed
202,2024-03-31,3,Quality Issue,9646.43,Refund,259,Completed
203,2024-09-02,1,Damaged Product,19868.78,Replacement,450,Completed
204,2025-10-15,2,Customer Changed Mind,10865.73,Refund,424,Completed
205,2026-02-15,4,Wrong Item,18294.39,Refund,131,Rejected
206,2025-05-06,2,Defective Product,17233.16,Refund,44,Pending
207,2024-06-12,1,Defective Product,18665.81,Refund,31,Completed
208,2025-11-02,5,Late Delivery,14129.75,Refund,448,Completed
209,2026-06-24,4,Late Delivery,21728.69,Exchange,308,Approved
210,2024-05-26,1,Wrong Item,14532.38,Replacement,115,Completed
211,2024-11-14,3,Defective Product,21165.26,Replacement,294,Approved
212,2025-03-29,4,Missing Parts,21159.85,Replacement,315,Completed
213,2026-05-27,5,Incorrect Size,851.1,Replacement,137,Pending
214,2026-04-23,3,Wrong Item,17626.93,Refund,4,Approved
215,2025-02-18,2,Defective Product,14244.76,Refund,325,Completed
216,2025-05-29,1,Wrong Item,18703.57,Refund,175,Approved
217,2025-09-30,3,Customer Changed Mind,18095.58,Refund,44,Completed
218,2025-06-19,2,Quality Issue,4103.77,Replacement,140,Completed
219,2024-01-22,4,Defective Product,12244.41,Refund,387,Completed
220,2024-08-07,3,Wrong Item,10861.86,Replacement,250,Completed
221,2024-07-02,3,Defective Product,1326.35,Refund,4,Approved
222,2023-10-26,2,Customer Changed Mind,19230.27,Refund,62,Pending
223,2024-12-25,4,Defective Product,4557.23,Replacement,257,Completed
224,2023-08-20,3,Customer Changed Mind,1987.47,Refund,10,Completed
225,2026-01-17,1,Quality Issue,21580.33,Refund,364,Completed
226,2025-11-25,3,Damaged Product,3056.3,Refund,411,Completed
227,2024-07-10,4,Incorrect Size,20834.24,Refund,433,Approved
228,2026-01-18,4,Quality Issue,14804.01,Refund,159,Completed
229,2024-06-25,2,Damaged Product,8460.1,Refund,59,Completed
230,2023-07-30,2,Defective Product,22666.88,Replacement,420,Completed
231,2023-11-06,2,Damaged Product,6059.47,Refund,309,Approved
232,2026-03-25,1,Customer Changed Mind,4593.22,Refund,387,Completed
233,2023-10-18,5,Incorrect Size,11332.85,Refund,326,Completed
234,2024-07-08,3,Quality Issue,21633.32,Refund,35,Completed
235,2023-10-31,3,Quality Issue,19948.98,Refund,38,Approved
236,2023-09-05,4,Defective Product,1132.66,Refund,331,Completed
237,2024-12-13,1,Quality Issue,15452.21,Refund,284,Completed
238,2023-11-06,1,Customer Changed Mind,11353.4,Replacement,165,Completed
239,2025-09-24,5,Damaged Product,3941.35,Refund,461,Completed
240,2024-07-22,1,Damaged Product,12712.82,Refund,225,Completed
241,2024-09-23,5,Damaged Product,13164.15,Refund,145,Rejected
242,2026-05-23,3,Damaged Product,17036.66,Replacement,172,Pending
243,2025-08-11,1,Defective Product,14037.49,Refund,437,Completed
244,2024-06-15,5,Defective Product,21857.34,Refund,73,Completed
245,2025-11-02,3,Late Delivery,24198.87,Refund,305,Completed
246,2024-02-09,1,Defective Product,7877.63,Replacement,417,Approved
247,2025-12-22,5,Late Delivery,2517.63,Refund,10,Rejected
248,2025-12-30,2,Defective Product,23789.0,Replacement,99,Approved
249,2025-07-22,2,Wrong Item,4042.64,Replacement,260,Completed
250,2024-07-30,5,Defective Product,1136.14,Replacement,68,Completed
251,2025-07-22,2,Customer Changed Mind,4223.73,Replacement,415,Completed
252,2025-04-11,4,Defective Product,1283.57,Replacement,497,Completed
253,2024-05-09,3,Customer Changed Mind,18859.3,Refund,123,Approved
254,2023-12-12,4,Damaged Product,22618.56,Replacement,293,Completed
255,2023-12-16,4,Customer Changed Mind,19282.08,Refund,215,Completed
256,2026-05-07,2,Damaged Product,20071.23,Refund,329,Completed
257,2025-05-18,3,Damaged Product,13952.61,Replacement,436,Approved
258,2025-01-19,1,Wrong Item,19125.3,Exchange,76,Completed
259,2025-05-07,1,Wrong Item,23671.05,Refund,179,Completed
260,2025-04-17,4,Quality Issue,1520.77,Refund,42,Rejected
261,2025-07-13,1,Damaged Product,8103.38,Replacement,172,Completed
262,2023-10-11,2,Incorrect Size,1149.92,Refund,426,Approved
263,2026-05-30,4,Damaged Product,11325.32,Refund,132,Approved
264,2026-04-29,2,Late Delivery,13810.35,Refund,57,Completed
265,2026-04-17,2,Damaged Product,7668.55,Refund,407,Completed
266,2023-12-18,1,Incorrect Size,2949.28,Refund,9,Completed
267,2023-10-21,5,Damaged Product,6200.07,Refund,315,Rejected
268,2025-04-04,5,Late Delivery,10530.88,Refund,500,Rejected
269,2024-12-27,5,Customer Changed Mind,13693.23,Refund,11,Rejected
270,2024-01-04,4,Defective Product,1279.65,Refund,383,Pending
271,2024-08-08,1,Late Delivery,8751.1,Replacement,396,Completed
272,2024-05-11,3,Defective Product,3508.56,Refund,330,Approved
273,2024-05-09,4,Defective Product,24524.32,Refund,70,Pending
274,2025-10-29,4,Wrong Item,1117.2,Replacement,454,Pending
275,2025-06-14,3,Missing Parts,12981.51,Refund,130,Pending
276,2024-02-21,2,Customer Changed Mind,7295.55,Refund,336,Approved
277,2025-05-04,1,Defective Product,20023.69,Refund,226,Completed
278,2024-04-29,4,Damaged Product,8608.11,Replacement,189,Completed
279,2024-09-23,5,Damaged Product,6814.67,Refund,221,Completed
280,2025-07-06,2,Defective Product,13727.77,Refund,339,Approved
281,2024-08-10,4,Defective Product,15145.02,Replacement,180,Completed
282,2023-11-13,3,Defective Product,15448.32,Replacement,406,Completed
283,2025-06-06,1,Defective Product,16845.36,Refund,384,Completed
284,2025-11-19,1,Quality Issue,3740.93,Replacement,18,Approved
285,2023-12-18,2,Defective Product,19507.18,Refund,291,Pending
286,2023-10-05,2,Incorrect Size,17040.74,Refund,391,Pending
287,2026-04-27,2,Defective Product,13330.61,Replacement,128,Completed
288,2025-11-04,1,Defective Product,18444.74,Refund,288,Approved
289,2023-08-10,3,Wrong Item,17660.14,Replacement,356,Completed
290,2023-12-10,4,Damaged Product,5164.42,Refund,89,Completed
291,2024-07-20,4,Customer Changed Mind,24932.11,Exchange,164,Completed
292,2024-04-02,1,Wrong Item,13839.93,Refund,81,Completed
293,2025-04-10,2,Quality Issue,19883.67,Refund,103,Completed
294,2025-08-11,2,Damaged Product,19801.25,Refund,189,Completed
295,2025-08-04,5,Customer Changed Mind,3418.33,Refund,204,Completed
296,2024-06-15,4,Customer Changed Mind,13237.25,Replacement,38,Approved
297,2025-04-01,3,Defective Product,16130.0,Replacement,177,Approved
298,2023-10-18,5,Damaged Product,16066.89,Exchange,222,Completed
299,2024-03-30,1,Quality Issue,20818.49,Refund,83,Approved
300,2025-02-26,2,Incorrect Size,8781.37,Exchange,434,Pending
301,2023-07-22,2,Quality Issue,15949.42,Refund,156,Completed
302,2025-03-16,1,Damaged Product,12663.81,Exchange,79,Approved
303,2024-09-02,5,Quality Issue,18071.69,Replacement,289,Pending
304,2025-06-24,1,Incorrect Size,2214.33,Replacement,136,Completed
305,2024-10-04,5,Quality Issue,10531.35,Refund,322,Completed
306,2025-05-06,3,Customer Changed Mind,12177.03,Replacement,153,Completed
307,2026-07-05,1,Defective Product,4120.4,Refund,175,Completed
308,2025-11-28,3,Wrong Item,21564.83,Exchange,177,Completed
309,2026-05-12,2,Quality Issue,19064.49,Refund,124,Completed
310,2025-08-13,3,Damaged Product,11349.98,Refund,485,Rejected
311,2024-03-15,5,Missing Parts,10569.74,Exchange,417,Approved
312,2024-05-08,5,Damaged Product,18083.99,Refund,264,Completed
313,2024-10-21,3,Damaged Product,12534.78,Refund,235,Completed
314,2024-06-21,2,Damaged Product,14666.93,Refund,306,Completed
315,2023-10-17,4,Damaged Product,7286.56,Refund,69,Completed
316,2026-01-03,3,Defective Product,19143.65,Refund,292,Completed
317,2025-11-07,3,Damaged Product,13919.93,Refund,392,Completed
318,2023-10-21,5,Damaged Product,17073.89,Exchange,202,Rejected
319,2024-11-17,3,Defective Product,14034.23,Refund,309,Completed
320,2023-10-15,5,Damaged Product,1198.32,Replacement,412,Completed
321,2023-10-04,4,Customer Changed Mind,3893.73,Refund,477,Completed
322,2026-01-11,2,Quality Issue,9945.27,Replacement,304,Approved
323,2025-07-28,5,Late Delivery,13402.03,Refund,418,Pending
324,2025-09-07,3,Missing Parts,16910.4,Refund,408,Completed
325,2025-10-21,1,Wrong Item,15003.36,Replacement,498,Completed
326,2024-03-19,5,Damaged Product,5843.07,Refund,269,Completed
327,2023-10-15,5,Defective Product,19410.23,Replacement,125,Pending
328,2025-09-14,1,Defective Product,4931.45,Refund,212,Completed
329,2023-11-20,4,Quality Issue,12645.12,Refund,435,Completed
330,2024-05-02,1,Quality Issue,17703.23,Refund,340,Completed
331,2023-11-02,4,Damaged Product,7981.06,Exchange,176,Completed
332,2026-01-28,3,Damaged Product,15329.9,Refund,286,Approved
333,2023-11-01,3,Late Delivery,19325.12,Replacement,251,Approved
334,2026-06-01,3,Incorrect Size,14100.09,Replacement,148,Approved
335,2024-07-18,5,Missing Parts,9616.42,Replacement,489,Completed
336,2025-04-06,2,Wrong Item,7403.23,Replacement,178,Completed
337,2024-01-21,3,Wrong Item,18733.99,Replacement,139,Completed
338,2025-12-19,3,Quality Issue,3604.37,Refund,125,Pending
339,2024-08-04,5,Wrong Item,5796.66,Refund,170,Completed
340,2026-01-03,1,Damaged Product,17093.56,Exchange,476,Approved
341,2026-01-27,4,Damaged Product,12040.72,Exchange,165,Approved
342,2023-09-18,1,Damaged Product,22716.84,Refund,274,Completed
343,2026-03-07,1,Damaged Product,22848.1,Exchange,91,Completed
344,2023-11-23,1,Defective Product,24929.86,Refund,480,Completed
345,2025-04-30,3,Damaged Product,21943.23,Refund,55,Completed
346,2026-05-05,3,Missing Parts,7257.13,Refund,253,Completed
347,2026-01-10,2,Defective Product,21306.28,Refund,58,Approved
348,2025-12-13,4,Late Delivery,16277.48,Refund,173,Completed
349,2025-10-08,5,Damaged Product,16925.15,Replacement,328,Completed
350,2024-11-21,4,Damaged Product,12978.96,Replacement,95,Completed
351,2024-08-27,4,Wrong Item,8225.32,Refund,121,Completed
352,2024-05-31,3,Wrong Item,23860.06,Replacement,6,Approved
353,2026-05-24,3,Damaged Product,17380.66,Refund,158,Approved
354,2024-11-18,5,Customer Changed Mind,23093.03,Replacement,354,Approved
355,2024-07-23,3,Wrong Item,9315.09,Exchange,245,Approved
356,2024-09-03,5,Late Delivery,9465.9,Exchange,388,Completed
357,2025-03-24,2,Late Delivery,19094.12,Refund,404,Pending
358,2024-02-07,4,Defective Product,13298.69,Exchange,58,Pending
359,2026-05-27,5,Wrong Item,22591.63,Refund,85,Approved
360,2026-04-16,5,Late Delivery,11157.65,Replacement,251,Pending
361,2024-10-27,5,Damaged Product,11247.97,Refund,213,Completed
362,2025-06-28,1,Late Delivery,14058.17,Refund,12,Rejected
363,2024-11-21,1,Quality Issue,18695.95,Refund,177,Completed
364,2023-11-08,5,Incorrect Size,24854.27,Refund,479,Completed
365,2023-08-02,3,Customer Changed Mind,10339.9,Replacement,374,Completed
366,2025-06-29,4,Customer Changed Mind,9486.63,Refund,470,Completed
367,2026-03-09,4,Missing Parts,2190.2,Exchange,69,Completed
368,2025-12-09,3,Missing Parts,3142.1,Refund,66,Completed
369,2023-12-21,2,Customer Changed Mind,20903.58,Exchange,238,Completed
370,2023-11-09,5,Defective Product,10718.38,Refund,236,Approved
371,2025-10-31,3,Customer Changed Mind,4874.32,Replacement,17,Completed
372,2024-06-14,4,Incorrect Size,15450.1,Exchange,124,Approved
373,2025-09-11,1,Defective Product,14929.81,Replacement,447,Pending
374,2024-09-02,1,Wrong Item,10176.18,Refund,443,Completed
375,2024-02-09,2,Wrong Item,12696.62,Replacement,375,Completed
376,2025-01-11,5,Late Delivery,15028.36,Refund,155,Completed
377,2023-11-02,5,Wrong Item,5681.86,Refund,486,Completed
378,2024-08-01,2,Defective Product,15724.63,Refund,498,Approved
379,2025-02-12,4,Wrong Item,19687.95,Refund,77,Approved
380,2024-10-03,2,Defective Product,18909.52,Replacement,154,Completed
381,2024-03-20,2,Incorrect Size,20183.25,Refund,496,Completed
382,2025-05-29,5,Wrong Item,3525.5,Refund,332,Pending
383,2025-11-08,4,Damaged Product,21208.91,Replacement,98,Pending
384,2026-07-15,4,Quality Issue,16907.06,Exchange,97,Completed
385,2024-10-30,5,Quality Issue,18162.77,Refund,446,Completed
386,2026-02-23,3,Damaged Product,23934.09,Exchange,493,Completed
387,2026-04-29,4,Late Delivery,22878.14,Replacement,204,Completed
388,2025-10-17,5,Wrong Item,8176.05,Refund,333,Rejected
389,2023-07-31,3,Customer Changed Mind,9119.19,Refund,412,Completed
390,2026-05-21,4,Defective Product,19088.4,Refund,161,Completed
391,2025-11-26,5,Late Delivery,21629.3,Refund,284,Completed
392,2024-10-26,5,Wrong Item,18056.3,Refund,118,Rejected
393,2026-05-14,2,Late Delivery,12582.68,Replacement,132,Completed
394,2023-12-26,4,Quality Issue,24169.41,Refund,87,Completed
395,2024-02-12,3,Late Delivery,4397.79,Refund,470,Completed
396,2024-09-01,1,Customer Changed Mind,13193.82,Refund,419,Completed
397,2024-01-14,1,Customer Changed Mind,10427.33,Refund,363,Approved
398,2024-01-01,2,Defective Product,12742.18,Replacement,342,Completed
399,2025-11-24,4,Damaged Product,16550.25,Refund,211,Pending
400,2024-03-16,5,Quality Issue,18110.38,Refund,258,Completed
401,2024-09-14,4,Incorrect Size,20192.96,Refund,50,Completed
402,2024-09-28,2,Quality Issue,4959.92,Replacement,137,Completed
403,2026-02-12,1,Defective Product,9451.68,Refund,357,Approved
404,2024-06-10,1,Customer Changed Mind,16412.65,Replacement,48,Completed
405,2025-01-01,4,Damaged Product,13907.0,Refund,88,Pending
406,2024-05-30,4,Defective Product,16193.7,Exchange,499,Pending
407,2026-06-20,5,Wrong Item,22994.97,Exchange,355,Completed
408,2026-03-30,4,Incorrect Size,6923.16,Replacement,144,Completed
409,2024-09-01,5,Damaged Product,16521.11,Exchange,9,Completed
410,2025-09-11,5,Customer Changed Mind,3775.95,Replacement,476,Pending
411,2025-08-15,2,Quality Issue,14186.16,Replacement,347,Completed
412,2024-08-12,3,Late Delivery,9719.39,Replacement,353,Completed
